timestamp,lat,long,accuracy,speed,user_id
2017-07-30 00:18:08.919,40.7563896179,-73.9760665894,29.5,0.0,a1
2017-07-30 00:18:08.919,40.7563896179,-73.9760665894,29.5,0.0,a1
2017-07-30 00:18:08.919,40.7563896171,-73.9760665894,12.5,0.0,a1
2017-07-30 00:18:08.919,40.7563896171,-73.9760665894,12.5,0.0,a1
2017-07-30 00:18:08.919,40.7563896171,-73.9760665894,12.5,0.0,a1
2017-07-30 00:18:28.784,40.7563896179,-73.9760665894,29.5,0.0,a1
2017-07-30 00:18:28.784,40.7563896179,-73.9760665894,20.8999996185,0.0,a1
2017-07-30 00:18:48.857,40.7563896179,-73.9760665894,29.5,0.0,a1
2017-07-30 00:18:48.857,40.7563896179,-73.9760665894,17.2999992371,0.0,a1
2017-07-30 00:19:10.086,40.7567596436,-73.9764251709,34.0,0.0,a1
2017-07-30 00:19:10.086,40.7564697266,-73.9761505127,15.8999996185,0.0,a1
2017-07-30 00:19:30.117,40.7563896179,-73.9760665894,29.3999996185,0.0,a1
2017-07-30 00:19:30.117,40.7564506531,-73.9761276245,14.3999996185,0.0,a1
2017-07-30 00:19:50.195,40.7563896179,-73.9760665894,29.5,0.0,a1
2017-07-30 00:19:50.195,40.756439209,-73.9761199951,13.3999996185,0.0,a1
2017-07-30 00:20:10.259,40.7567596436,-73.9764251709,30.7999992371,0.0,a1
2017-07-30 00:20:10.259,40.7564926147,-73.9761734009,12.8999996185,0.0,a1
2017-07-30 00:20:30.572,40.7567520142,-73.9764404297,30.8999996185,0.0,a1
2017-07-30 00:20:30.572,40.7565345764,-73.9762115479,12.5,0.0,a1
2017-07-30 00:20:50.303,40.7567596436,-73.9764251709,26.0,0.0,a1
2017-07-30 00:20:50.303,40.7565803528,-73.9762573242,11.8000001907,0.0,a1
2017-07-30 00:21:08.941,40.7563896179,-73.9760665894,29.5,0.0,a1
2017-07-30 00:21:08.941,40.7565536499,-73.9762268066,11.6000003815,0.0,a1
2017-07-30 00:21:29.009,40.7563896179,-73.9760665894,29.5,0.0,a1
2017-07-30 00:21:29.009,40.756526947,-73.9762039185,11.3999996185,0.0,a1
2017-07-30 00:21:59.008,40.7563896179,-73.9760665894,29.3999996185,0.0,a1
2017-07-30 00:21:59.008,40.7565078735,-73.9761810303,11.6000003815,0.0,a1
2017-07-30 00:22:19.158,40.7567520142,-73.9764404297,30.8999996185,0.0,a1
2017-07-30 00:22:19.158,40.7565422058,-73.9762191772,11.6000003815,0.0,a1
2017-07-30 00:22:39.543,40.7567596436,-73.9764251709,26.0,0.0,a1
2017-07-30 00:22:39.543,40.7565803528,-73.9762573242,11.1999998093,0.0,a1
2017-07-30 00:23:00.144,40.7567520142,-73.9764404297,30.7999992371,0.0,a1
2017-07-30 00:23:00.144,40.756603241,-73.9762802124,11.3000001907,0.0,a1
2017-07-30 00:23:29.227,40.7567520142,-73.9764404297,30.8999996185,0.0,a1
2017-07-30 00:23:29.227,40.7566261292,-73.9763031006,11.6000003815,0.0,a1
2017-07-30 00:23:49.291,40.756401062,-73.9760818481,34.4000015259,0.0,a1
2017-07-30 00:23:49.291,40.7565994263,-73.9762802124,11.6999998093,0.0,a1
2017-07-30 00:24:09.260,40.7563896179,-73.9760665894,29.3999996185,0.0,a1
2017-07-30 00:24:09.260,40.756565094,-73.9762496948,11.5,0.0,a1
2017-07-30 00:24:29.238,40.7563896179,-73.9760665894,29.5,0.0,a1
2017-07-30 00:24:29.238,40.7565422058,-73.9762191772,11.3999996185,0.0,a1
2017-07-30 00:24:59.232,40.7567520142,-73.9764404297,30.7999992371,0.0,a1
2017-07-30 00:24:59.232,40.7565727234,-73.9762496948,11.6999998093,0.0,a1
2017-07-30 00:25:19.402,40.7563896179,-73.9760665894,29.5,0.0,a1
2017-07-30 00:25:19.402,40.7565422058,-73.9762268066,11.5,0.0,a1
2017-07-30 00:25:39.373,40.7563896179,-73.9760665894,29.3999996185,0.0,a1
2017-07-30 00:25:39.373,40.7565193176,-73.9761962891,11.3999996185,0.0,a1
2017-07-30 00:26:00.702,40.7567596436,-73.9764251709,30.7999992371,0.0,a1
2017-07-30 00:26:00.702,40.7565536499,-73.976234436,11.3999996185,0.0,a1
2017-07-30 00:26:29.341,40.7563896179,-73.9760665894,34.4000015259,0.0,a1
2017-07-30 00:26:29.341,40.7565345764,-73.9762115479,11.8000001907,0.0,a1
2017-07-30 00:26:43.575,40.7567520142,-73.9764404297,31.2000007629,0.0,a1
2017-07-30 00:26:43.575,40.756565094,-73.9762420654,11.6999998093,0.0,a1
2017-07-30 00:27:30.716,40.7567520142,-73.9764404297,30.8999996185,0.0,a1
2017-07-30 00:27:30.716,40.7565956116,-73.976272583,12.3000001907,0.0,a1
2017-07-30 00:27:53.616,40.7567520142,-73.9764404297,30.7999992371,0.0,a1
2017-07-30 00:27:53.616,40.7566184998,-73.9763031006,12.1000003815,0.0,a1
2017-07-30 00:28:11.024,40.7567520142,-73.9764404297,26.1000003815,0.0,a1
2017-07-30 00:28:11.024,40.7566452026,-73.9763259888,11.5,0.0,a1
2017-07-30 00:28:32.354,40.7567596436,-73.9764251709,30.8999996185,0.0,a1
2017-07-30 00:28:32.354,40.7566604614,-73.9763412476,11.5,0.0,a1
2017-07-30 00:28:59.765,40.7567520142,-73.9764404297,23.6000003815,0.0,a1
2017-07-30 00:28:59.765,40.7566795349,-73.9763641357,11.1000003815,0.0,a1
2017-07-30 00:29:23.424,40.7567405701,-73.9764251709,23.6000003815,0.0,a1
2017-07-30 00:29:23.424,40.7566947937,-73.9763717651,10.8000001907,0.0,a1
2017-07-30 00:29:59.874,40.7567596436,-73.9764251709,25.8999996185,0.0,a1
2017-07-30 00:29:59.874,40.7567062378,-73.9763870239,11.1999998093,0.0,a1
